xbox.com.,suffix
xboxlive.com.,suffix
login.live.com.,fqdn
playstation.com.,suffix
playstationnetwork.com.,suffix
supercell.com.,suffix
supercellid.com.,suffix
clashofclans.com.,suffix
clashroyale.com.,suffix
brawlstars.com.,suffix
hayday.com.,suffix
haydaygame.com.,suffix
boombeach.com.,suffix
bungie.net.,suffix
